id,sender,body,type
3512,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3513,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3514,AD-650025,"Valued Airtel Customer ! your no joining fee offer on Airtel Axis Bank Credit Card ends on 15th Jan'24. Enjoy-1. Credit limit - up to Rs 5000002. Savings worth up to Rs 18000Hurry, apply soon: https://i.airtel.in/FreeCreditCrard5",spam
3515,SYMSIU,"Last: 1 day to go. Explore the SSBF campus vibe! Webinar on 5 Jan . Connect with students, and experience Symbiosis SSBF life firsthand! Register bit.ly/47sBQUM.",spam
3516,AZ-AIRTEL,"Hi, we saw you showed interest in recharging your Airtel number. To enjoy an uninterrupted experience, please complete your recharge by clicking here i.airtel.in/drdpr",spam
3517,CP-ISHINF,Build a successful corporate career in operations with SIOM. Last 1 day left to apply. No extension in deadline. bit.ly/46WxEwt ISHINF,spam
3518,SOILPG,Webinar at 07:00 PM TodayHow to Ace SOIL 2 Year PGDM Interview Process?Register at bit.ly/48wQdZ0SOIL Institute of Management,spam
3519,CP-ISHINF,"Your gate way to career in Digital Technology.Embark on a successful journey with MBA Digital Transformation with Symbiosis, Pune.Apply - bit.ly/3MfblKK ISHINF",spam
3520,TX-IMSIND,"Dear Rohan kavari, Your One-Time Password(OTP) is 842915 for Booking a slot. Please Do not share this password with anyone. Team IMS.",otp
3521,VX-IMSIND,"Dear Rohan kavari, Your One-Time Password(OTP) is 842915 for Booking a slot. Please Do not share this password with anyone. Team IMS.",otp
3522,VK-ZEPTON,Hey! Rs. 50 free wallet cash & FREE delivery on your first 5 Zepto orders over Rs. 99. Make the most of Super Saving Days: https://s.zepto.co.in/tC90/29,spam
3523,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3524,SYMSIU,"Symbiosis SSBF's Webinar is live! Experience vibrant campus life, interact with students, and get a feel of life at our campus. Register now: bit.ly/3HaM0i1",spam
3525,AZ-650024,Sirf Rs. 900 mein full HD entertainment!Airtel Digital TV prapt karein aur free installation ka anand lein.Yahan click karein i.airtel.in/Online-Savvy,spam
3526,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3528,SYMSTS,"4 days left to apply for Symbiosis SIDTM MBA. Highest CTC: 27.83 LPA, Avg top 100 CTC: 14.11 LPA in-demand certifications, 3 unique specializations. http://bit.ly/dtm-23",spam
3529,CP-ISHINF,Watch what Ankita gained with MBA in DTM   Symbiosis SIDTM https://bit.ly/3NSnbuP ISHINF,spam
3530,AX-MAXFSN,"MAX Mania UNDER 499 SALE..Thousands of New Styles added across Men, Women & Kids!Take your pick -ALL UNDER Rs.499Rush to a Max Fashion store NOW!TnC",spam
3531,CP-ISHINF,"Elevate your career in the Digital technology! Get placed with KPMG, Amazon, EY & more. Complete your application now for Symbiosis SICSR- bit.ly/3MfblKK ISHINF",spam
3532,BZ-LNKART,"Dear Customer, Your eyes deserve care! Get an eye check-up done at your nearest Lenskart store or at home.Book now: lskt.in/HwA7Lh3ynEC",spam
3533,WTITAN,Elevate your wedding attire with the diverse range of watches for all your styles at TITAN WORLD store.Visit now https://wtitan.im/DP14hyOL,spam
3534,AD-AIRTEL,"Do not miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",spam
3535,AZ-650024,"Kya data khatam ho raha hai? Ab payein unlimited data @40 Mbps, 350+ TV channel aur 18+ OTTSab kuch sirf Rs. 699 mein Airtel Black ke saath. Abhi payein.i.airtel.in/Black699_c",spam
3536,AD-650022,"Wi-Fi signal now in every room! With Wi-Fi Coverage+ by Airtel Xstream Fiber, say bye-bye to coverage issues & enjoy seamless Wi-Fi for all your internet needs! Click here i.airtel.in/Coverage",spam
3537,SYMSTS,"3 days left to apply for Symbiosis SIDTM MBA. Highest CTC: 27.83 LPA, Avg top 100 CTC: 14.11 LPA in-demand certifications, 3 unique specializations. http://bit.ly/dtm-23",spam
3538,CP-CRACKU,You are eligible for Cracku CAT 2024 Scholarship based on your CAT previous score. Enroll now: https://cracku.in/cat-2024-scholarship,spam
3539,CP-ISHINF,2 Days left to apply for Symbiosis SIDTM MBA. 23 Highest CTC of 27.83 LPA and Avg top 100 CTC: 14.11 LPA 3 unique specializations. https://bit.ly/3EZk4MW ISHINF,spam
3540,SYMSIU,"Last 2 Days left. Symbiosis SIDTM ranked 4th Best B school in Pune & 11 in West Zone. Study in renowned institute. Hurry, apply now: http://bit.ly/dtm-23",spam
3541,SYMSTS,"2 Days left to apply for Symbiosis SIDTM MBA. A top-ranked B-school in India with the highest CTC of 27.83 LPA and Avg top 100 CTC: 14.11 LPA in-demand certifications, 3 unique specializations. http://bit.ly/dtm-23",spam
3542,AD-650022,"Wi-Fi connectivity, even without electricity!Yes, you heard it right! Enjoy internet even during power-cuts for up to 4 hrs with Airtel Xstream Wi-Fi Power Backup & get 1 yr warranty.To know more, visit i.airtel.in/Get-ups1",spam
3543,SOILPG,"Dear Aspirant, Appl. Deadline for SOIL 2 Year PGDM is 20 Jan | Apply with CAT/XAT/NMAT/MAT | Apply at bit.ly/48iuap8 | SOIL Institute of Management",spam
3544,CP-CRACKU,Cracku CAT Repeater's Scholarship ends tonight - Get CAT 2024 at just Rs 14999 to 24999. Enroll here: https://cracku.in/cat-2024-scholarship,spam
3545,CP-SNITCH,"DUDE, left on seen? maybe it's your style! Get a new fit with FLAT 500/- OFF on Rs 1899/-Code: FIT https://snitch.page.link/tuA2-SNITCH",spam
3546,AD-650025,Thank you 7219575184 for being a valuable Airtel Family member ! Here is link to apply your Airtel Axis Bank Credit Card  i.airtel.in/FreeCreditCrard5,spam
3547,CP-SBIUPI,Dear UPI user A/C X7819 debited by 202.0 on date 08Jan24 trf to SANTOSH SHIVAJI Refno 400876068212. If not u? call 1800111109. -SBI,banking
3548,CP-ISHINF,Last 1 day to apply for MBA in Digital & Telecom with Symbiosis SIDTM. High CTC: 27.83 LPA; Avg Top 100 CTC: 14.11 LPA. https://bit.ly/3EZk4MW ISHINF,spam
3549,CP-ARGRPP,"Dear STUDENTWorry about your LOW CAT, NMAT SCORE?Now get direct admission in Top 10 B-Schools all over INDIA under management quota!AR GROUP CALL- 9711016766",spam
3550,AZ-ARWYNK,"Wynk rewind ka samay aa gaya hai! 2023 ke aapke pasandeeda gaane, kalakaar aur bohot kuch fir se dekhein. Jaankaari ke liye tap karein! open.wynk.in/r4",spam
3551,AD-AIRTEL,"Service Update: Due to a technical issue you may experience disruption on your Airtel Xstream Fiber services. The expected time to resume your services is 8 January 2024, 7:21 PM. We apologize for the inconvenience caused.",spam
3552,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3553,AD-AIRTEL,Service Update: Services for your Airtel Xstream Fiber have been restored. You can now experience seamless services. We are sorry for the inconvenience caused to you and thank you for your patience.,spam
3554,MITWPU,"Transform your career with an MBA from MIT-WPU! Last date to apply: 9th Jan 2024 for CAT base GD & PI round, Apply Now: https://npfs.in/g4acbUbvf",spam
3555,CP-ISBRPG,"Did you know Philips,The Edge Partnership,HSBC,Aditya Birla,Bajaj,PWC,Kotak among top companies to recruit.For greater ROI apply to ISBR https://bit.ly/3Rh8brt",spam
3556,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3557,AX-ICICIT,ICICI Bank Acct XX977 debited for Rs 176.00 on 09-Jan-24; Pooja Ganesh Gh credited. UPI:437572843104. Call 18002662 for dispute. SMS BLOCK 977 to 9215676766.,banking
3558,SYMSIU,"Explore the world of finance and data with experts! , join Symbiosis SSBF's exclusive webinar at 3 PM today! Reserve your spot: bit.ly/47olBYB. Limited seats  left.",spam
3559,SYMSIU,"Explore the world of finance and data with experts! , join Symbiosis SSBF's exclusive webinar at 3 PM today! Reserve your spot: bit.ly/47olBYB. Limited seats  left.",spam
3560,SYMSIU,Get ready for today's exclusive Finance Data webinar at 3 PM! 3 hours remain to learn from experts at Symbiosis SSBF. Don't miss out! Register:  bit.ly/47olBYB,spam
3561,AZ-650024,Great Value Data Pack! Ab payein 1GB data Rs19 Airtel pack ke saath. Vaidhta 1 din ke liye. Abhi recharge karein i.airtel.in/19-Pack,spam
3562,SYMSTS,"Watch what Mr. Nirupam Biswas gained with MBA in DTM @ Symbiosis SIDTM: Click@ http://bit.ly/DTM-NbLast Few Hours  left, begin a journey towards a holistic development. Apply @ http://bit.ly/dtm-23",spam
3563,CP-ISHINF,Last 3 Days Left to Register and Pay for MBA at SICSR Pune. Get one step closer towards a rewarding career with Symbiosis. bit.ly/4avS6XB ISHINF,spam
3564,BP-397557,Apply for MBA 2024 at BML Munjal Univ [Hero Group]. Top 10% CTC 13.4 LPA | Top 25% CTC 11.4 LPA. NIRF Rank 72. Apply- bit.ly/46PJTdL,spam
3565,SYMSIU,"Webinar Live Now! Dive into the world of Data in Finance with Symbiosis SSBF's experts. Click Join now: bit.ly/3RJ5Sh2. Hurry, seats are filling fast!",spam
3566,SYMSIU,"Webinar Live Now! Dive into the world of Data in Finance with Symbiosis SSBF's experts. Click Join now: bit.ly/3RJ5Sh2. Hurry, seats are filling fast!",spam
3567,TM-TNUCRD,"Hi Rohan, got the rewarding NeuCard yet? It's named The Best Credit Card by The Digital Banker. Apply & save up to 10%, https://tneu.in/FXQmg38m",spam
3568,SYMSTS,Hurry! 9 hours left to gain a chance to get highest CTC of 27.83 LPA? Apply for MBA @ Symbiosis SIDTM Apply@ http://bit.ly/DTM-Nb,spam
3569,BK-IBSMBA,Apply today for IBS 9 B-Schools. Valid NMAT by GMAC/CAT/XAT/GMAT scores welcome. IBS Hyderabad | #40 NIRF | AACSB Accredited. Apply Now https://bit.ly/3RRmmDZ,spam
3570,SIUedu,"Last 6 hours left to apply for MBA in Digital & Telecom Mgmt, a top ranked Symbiosis SIDTM college with highest CTC: 27.83 LPA. Hurry, apply now: http://bit.ly/dtm-23",spam
3571,VX-myIIBS,"Dear Rohan Kavari, Thanks for showing interest. Click https://npfs.in/r68ebT1Iw to access your profile and complete your Application - -IIBS Business School",spam
3572,SOILPG,Webinar at 07:00 PM TodayMeet SOIL 1 Year PGPM & PGPM-HR Current Batch StudentsRegister at bit.ly/3tCuX5nSOIL Institute of Management,spam
3573,TM-SOILPG,Webinar at 07:00 PM TodayMeet SOIL 1 Year PGPM & PGPM-HR Current Batch StudentsRegister at bit.ly/3tCuX5nSOIL Institute of Management,spam
3574,AD-ICICIT,ICICI Bank Acct XX977 debited for Rs 199.00 on 09-Jan-24; PANKAJ SUDHAKAR credited. UPI:400991281904. Call 18002662 for dispute. SMS BLOCK 977 to 9215676766.,banking
3575,JX-PEGMBA,Apply with CAT Score for PGDM 25th Batch. Deadline 20th Jan at ISB&M Group. Highest CTC 20.56 LPA. www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP,spam
3576,SYMUNI,Hurry! Registrations for Symbiosis SIDTM's MBA in Digital & Telecom Management ends in last 3 hours. Now or never opportunity to be eligible for placements as high as 27.83 LPA: http://bit.ly/dtm-23,spam
3577,JM-ICICIT,ICICI Bank Acct XX977 debited for Rs 12238.00 on 10-Jan-24; Rohan Umesh Kav credited. UPI:437606393782. Call 18002662 for dispute. SMS BLOCK 977 to 9215676766.,banking
3578,VK-ZEPTON,"Hi Rohan, Rs. 50 free cash is credited to your wallet & FREE delivery on the first 5 orders. Save big with Zepto: https://s.zepto.co.in/tC90/rr1",spam
3579,JX-PEGMBA,"ISB&M- Pune's 2nd Best B-School. Admission open in PGDM 25th batch, AICTE Approved PGDM. Best in Placement Highest 20.56Lacs & Average 11.2. Apply now www.isbmadmissionapplications.in/ PEOPLES EMPOWERMENT GROUP",spam
3580,AX-SBIUPI,Dear UPI user A/C X7819 debited by 200.0 on date 10Jan24 trf to SUBHASH ASHRUBA Refno 437628482602. If not u? call 1800111109. -SBI,banking
3581,AD-650022,"Smart security at just Rs. 119/month + FREE expert installation! Keep an eye on your home/office from anywhere, anytime with Airtel Xsafe Wi-Fi based security cameras. i.airtel.in/Safety",spam
3582,PAYUMN,Your payment(Id-551029181) of Rs 2000.0 for Great Lakes Institute of  is successful. For queries on your payment visit: http://pmny.in/FI6L8HEhtoCj team payu,spam
3583,CP-ISHINF,Why Choose a Regular MBA? When You Can Go for the BEST! APPLY for the MBA-HHM at (SIHS) by 11th Jan. Register Now! https://bit.ly/3rLqv3e ISHINF,spam
3584,AZ-650024,Golden Globes excitement ko miss na karein. Airtel Xstream Play par abhi dekhein open.airtelxstream.in/GGA,spam
3585,9.18081E+11,Kya hua,spam
3586,AD-SBIUPI,Dear UPI user A/C X7819 debited by 80.0 on date 10Jan24 trf to SHREE PARATHAS Refno 401001511713. If not u? call 1800111109. -SBI,banking
3587,CP-MBAIES,"MBA Admission Open @ Symbiosis, NMIMS, TAPMI & Welingkar. For Direct Admission Guidance Call IES 9606471664",spam
3588,TX-GLIMPG,"PAYMENT RECEIVED FOR PGDM 2024-26 Application Form, FILL THE COMPLETE FORM TO GENERATE APPLICATION NO. CLICK https://npfs.in/494fbTVwQ TO ACCESS YOUR PROFILE/APPLICATION FOR Great Lakes",spam
3589,CP-ISHINF,"Dear Aspirant, Your SNAP 2023 scorecard is available to view and download at snaptest.org. Please use your login credentials for the same ISHINF",spam
3590,TM-ATHENS,"Dear SNAP Candidate,NMAT & CAT Score Accepted By Athena School Of Management-Mumbai For Admission & ScholrshipDetails bit.ly/3uS2bOoCal 9699589946 -Athena",spam
3591,SYMSIU,Ready to kick-start your future with fantastic placements? Symbiosis SSBF delivers Highest CTC - 19.59 LPA. Only: 6 days  Left. Complete your application Now: bit.ly/3Qg1vK,spam
3592,SYMSIU,Ready to kick-start your future with fantastic placements? Symbiosis SSBF delivers Highest CTC - 19.59 LPA. Only: 6 days  Left. Complete your application Now: bit.ly/3Qg1vK,spam
3593,JX-PEGMBA,"Dear Applicants, Hurry! Last few hours left to submit your application at ISB&M. Complete your form now www.isbmadmissionapplications.in/ISBM PEOPLES EMPOWERMENT GROUP",spam
3594,SOILPG,"Dear Aspirant, Appl. Deadline for SOIL 1 Yr PGPM is 20 Jan (10 Days Left) | Apply with CAT/XAT/NMAT | Apply at bit.ly/4aM3mPB | SOIL Institute of Management",spam
3595,TX-GLIMPG,YOUR APP. NO. D2414919 IS SUCCESSFULLY SUBMITTED. QUOTE THIS FOR ANY FUTURE COMMUNICATION WITH REGARDS TO ADMISSIONS IN FOR Great Lakes,spam
3596,CP-ISHINF,Last chance to register & pay at SIHS Pune to pursue MBA-HHM! Secure your spot before 12 PM. APPLY NOW. Click here https://bit.ly/3rLqv3e ISHINF,spam
3597,AD-650025,"Hi Valued Airtel Customer ,You're pre-qualified to get 25% cashback on Airtel bills & recharges every month with Airtel Axis Bank Credit Card!Apply now and enjoy Rs 0 joining fee. https://i.airtel.in/ccsmartcard4",spam
3598,AZ-650024,Great Value Data Pack! Ab payein 1GB data Rs19 Airtel pack ke saath. Vaidhta 1 din ke liye. Abhi recharge karein i.airtel.in/19-Pack,spam
3599,CP-ISHINF,Last 2 days Left to Register and Pay for MBA at SICSR Pune. Get one step closer towards a rewarding career with Symbiosis. bit.ly/4avS6XB ISHINF,spam
3600,AX-SBIUPI,Dear UPI user A/C X7819 debited by 45.0 on date 11Jan24 trf to MANGILAL P CHOUD Refno 401129663212. If not u? call 1800111109. -SBI,banking
3601,SYMSIU,"Hurry, last 1 day left! Don't miss Symbiosis SSBF's webinar on Fintech. Gain expert insights into the Finance  world. Register now:  bit.ly/3HhS48t",spam
3602,SYMSIU,"Hurry, last 1 day left! Don't miss Symbiosis SSBF's webinar on Fintech. Gain expert insights into the Finance  world. Register now:  bit.ly/3HhS48t",spam
3603,AD-SBIUPI,"Dear SBI UPI User, ur A/cX7819 credited by Rs2000 on 11Jan24 by  (Ref no 401105765329)",banking
3604,IPRULC,Buy the best term insurance plan online for just ₹485 per month* with 1 Crore Term cover from ICICI Prudential. Check Now https://bit.ly/3NuQ1Bs,spam
3605,SOILPG,Webinar at 07:00 PM TodayMeet SOIL PGPM Admissions TeamRegister at bit.ly/3HzhqPrSOIL Institute of Management,spam
3606,AX-SBIUPI,Dear UPI user A/C X7819 debited by 2000.0 on date 11Jan24 trf to AKSHAY SUNIL PAT Refno 401125448797. If not u? call 1800111109. -SBI,banking
3607,BX-SOILIN,"Dear Aspirant, Appl. Deadline for SOIL 1 Year PGPM is 20 Jan (09 Days Left) | Apply with CAT/XAT/NMAT/MAT | Apply at bit.ly/4aM3mPB | SOIL Institute of Management",spam
3608,AX-SBIUPI,Dear UPI user A/C X7819 debited by 175.0 on date 11Jan24 trf to KRUSHNA DADA ULL Refno 401199953833. If not u? call 1800111109. -SBI,banking
3609,SYMSIU,Last 1 day to apply for having the edge in the telecom sector with top-ranked college Symbiosis SIDTM. High CTC: 27.83 LPA; Avg Top 100 CTC: 14.11 LPA. Apply@ http://bit.ly/dtm-23,spam
3610,JX-PEGMBA,"Dear Applicants, Hurry! Last few hours left to submit your application at ISB&M. Complete your form now www.isbmadmissionapplications.in/ISBM PEOPLES EMPOWERMENT GROUP",spam
